STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT,geometry
,030201,1400,AA0000017149,교육/보건,보건시설,병/의원,정형외과,,,,,,199846.31527,544016.24323,,420077,,,,POINT (199846.31527 544016.24323)
,030201,0000,AA0000017150,교육/보건,보건시설,병/의원,미분류,,,,,,199831.834039,544434.402919,,24036,,,,POINT (199831.834039 544434.402919)
,030201,0000,AA0000017151,교육/보건,보건시설,병/의원,미분류,,,,,,199902.145182,544453.564294,,24035,,,,POINT (199902.145182 544453.564294)
,030105,0204,AA0000017152,교육/보건,교육시설,대학교,종합대학,부속시설,,,,,196281.499062,545033.218734,,418223,,,,POINT (196281.499062 545033.218734)
,030105,0204,AA0000017153,교육/보건,교육시설,대학교,종합대학,부속시설,,,,,196265.916582,544898.164989,,418223,,,,POINT (196265.916582 544898.164989)
,030201,0000,AA0000017154,교육/보건,보건시설,병/의원,미분류,,,,,,191457.731665,551178.845411,,225683,,,,POINT (191457.731665 551178.845411)
,030201,1800,AA0000017155,교육/보건,보건시설,병/의원,정신과,,,,,,192479.534479,551177.604006,,224075,,,,POINT (192479.534479 551177.604006)
,070301,0100,AA0000017156,산업,서비스산업,종합상품판매업,백화점,미분류,,,,,185910.58307,551169.350526,,201593,,,,POINT (185910.58307 551169.350526)
,030201,0000,AA0000017157,교육/보건,보건시설,병/의원,미분류,,,,,,185713.125108,551189.273215,,414556,,,,POINT (185713.125108 551189.273215)
,030201,0000,AA0000017158,교육/보건,보건시설,병/의원,미분류,,,,,,185660.240233,551184.571635,,414556,,,,POINT (185660.240233 551184.571635)
,030201,0000,AA0000017159,교육/보건,보건시설,병/의원,미분류,,,,,,186354.848525,551165.244025,,333742,,,,POINT (186354.848525 551165.244025)
,030201,1400,AA0000017160,교육/보건,보건시설,병/의원,정형외과,,,,,,187307.191746,551186.133612,,14876,,,,POINT (187307.191746 551186.133612)
,040113,0000,AA0000017161,숙박/음식,숙박시설,기타숙박시설,,,,,,,197789.276492,550417.911789,,208650,,,,POINT (197789.276492 550417.911789)
,030201,0000,AA0000017162,교육/보건,보건시설,병/의원,미분류,,,,,,201405.64483,561785.474918,,363246,,,,POINT (201405.64483 561785.474918)
,030201,0000,AA0000017163,교육/보건,보건시설,병/의원,미분류,,,,,,201174.371218,561703.702872,,362408,,,,POINT (201174.371218 561703.702872)
,030104,0200,AA0000017164,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,203350.916444,561262.323338,,363895,,,,POINT (203350.916444 561262.323338)
,070305,0101,AA0000017165,산업,서비스산업,금융/보험업,일반은행,국민은행,,,,,203625.809781,562076.231049,,363806,,,,POINT (203625.809781 562076.231049)
,070305,0104,AA0000017166,산업,서비스산업,금융/보험업,일반은행,신한은행,,,,,202959.516504,560463.962978,,409428,,,,POINT (202959.516504 560463.962978)
,070305,0105,AA0000017167,산업,서비스산업,금융/보험업,일반은행,하나은행,,,,,202918.859795,560469.540198,,409061,,,,POINT (202918.859795 560469.540198)
,030204,0000,AA0000017168,교육/보건,보건시설,한의원,,,,,,,202096.578527,559308.658283,,220444,,,,POINT (202096.578527 559308.658283)
,030201,0000,AA0000017169,교육/보건,보건시설,병/의원,미분류,,,,,,203168.518987,561145.847028,,408489,,,,POINT (203168.518987 561145.847028)
,070301,0200,AA0000017170,산업,서비스산업,종합상품판매업,할인매장,미분류,,,,,201452.225622,560429.383238,,219795,,,,POINT (201452.225622 560429.383238)
,030201,0000,AA0000017171,교육/보건,보건시설,병/의원,미분류,,,,,,202037.025963,559273.718679,,219495,,,,POINT (202037.025963 559273.718679)
,070301,0100,AA0000017172,산업,서비스산업,종합상품판매업,백화점,미분류,,,,,203396.902036,561350.205523,,200081,,,,POINT (203396.902036 561350.205523)
,030101,0100,AA0000017173,교육/보건,교육시설,유아교육기관,어린이집,,,,,,203783.220832,564817.252476,,362431,,,,POINT (203783.220832 564817.252476)
,030201,0000,AA0000017174,교육/보건,보건시설,병/의원,미분류,,,,,,203448.170624,561893.864063,,135267,,,,POINT (203448.170624 561893.864063)
,070305,0104,AA0000017175,산업,서비스산업,금융/보험업,일반은행,신한은행,,,,,202459.721398,560000.39764,,218961,,,,POINT (202459.721398 560000.39764)
,030101,0100,AA0000017176,교육/보건,교육시설,유아교육기관,어린이집,,,,,,203867.328208,564949.425095,,362435,,,,POINT (203867.328208 564949.425095)
,030201,0000,AA0000017177,교육/보건,보건시설,병/의원,미분류,,,,,,202287.035644,559894.899487,,220133,,,,POINT (202287.035644 559894.899487)
,030201,0000,AA0000017178,교육/보건,보건시설,병/의원,미분류,,,,,,202260.27405,559859.149888,,220133,,,,POINT (202260.27405 559859.149888)
,030201,0800,AA0000017179,교육/보건,보건시설,병/의원,피부과,,,,,,202256.013065,559770.882874,,219276,,,,POINT (202256.013065 559770.882874)
,030201,0000,AA0000017180,교육/보건,보건시설,병/의원,미분류,,,,,,202231.208736,559823.300172,,220146,,,,POINT (202231.208736 559823.300172)
,070308,0301,AA0000017181,산업,서비스산업,언론/미디어,신문사,대형신문사,,,,,203463.633786,562931.151908,,348876,,,,POINT (203463.633786 562931.151908)
,030201,0000,AA0000017182,교육/보건,보건시설,병/의원,미분류,,,,,,203144.139575,562586.180447,,349449,,,,POINT (203144.139575 562586.180447)
,070301,0200,AA0000017183,산업,서비스산업,종합상품판매업,할인매장,미분류,,,,,201023.005296,560106.355692,,221283,,,,POINT (201023.005296 560106.355692)
,030201,0000,AA0000017184,교육/보건,보건시설,병/의원,미분류,,,,,,202966.131611,560869.638028,,355045,,,,POINT (202966.131611 560869.638028)
,030201,0000,AA0000017185,교육/보건,보건시설,병/의원,미분류,,,,,,201127.451934,561691.259641,,221112,,,,POINT (201127.451934 561691.259641)
,030201,0000,AA0000017186,교육/보건,보건시설,병/의원,미분류,,,,,,201173.340691,561684.427958,,139140,,,,POINT (201173.340691 561684.427958)
,010301,0400,AA0000017187,행정,지방행정기관,지방행정집행기관,구청,,,,,,204158.735277,563230.505948,,407840,,,,POINT (204158.735277 563230.505948)
,070301,0302,AA0000017188,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,202208.511375,561224.919012,,363294,,,,POINT (202208.511375 561224.919012)
,030201,1400,AA0000017189,교육/보건,보건시설,병/의원,정형외과,,,,,,207592.83676,554253.343616,,214955,,,,POINT (207592.83676 554253.343616)
,030204,0000,AA0000017190,교육/보건,보건시설,한의원,,,,,,,202832.62138,563228.758723,,363669,,,,POINT (202832.62138 563228.758723)
,030204,0000,AA0000017191,교육/보건,보건시설,한의원,,,,,,,203033.117883,562068.802322,,133202,,,,POINT (203033.117883 562068.802322)
,030201,1400,AA0000017192,교육/보건,보건시설,병/의원,정형외과,,,,,,206257.116653,552571.904291,,340641,,,,POINT (206257.116653 552571.904291)
,030106,0000,AA0000017193,교육/보건,교육시설,기타교육기관,미분류,,,,,,203005.091147,563028.815415,,99956,,,,POINT (203005.091147 563028.815415)
,030201,0000,AA0000017194,교육/보건,보건시설,병/의원,미분류,,,,,,204067.901904,561596.519328,,408588,,,,POINT (204067.901904 561596.519328)
,030201,0000,AA0000017195,교육/보건,보건시설,병/의원,미분류,,,,,,202344.657248,559957.252337,,220109,,,,POINT (202344.657248 559957.252337)
,030201,0000,AA0000017196,교육/보건,보건시설,병/의원,미분류,,,,,,203081.102367,562076.464935,,133202,,,,POINT (203081.102367 562076.464935)
,030104,0200,AA0000017197,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,206717.562095,559802.631317,,355733,,,,POINT (206717.562095 559802.631317)
,030104,0200,AA0000017198,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,206727.200504,559818.518847,,355733,,,,POINT (206727.200504 559818.518847)
,030204,0000,AA0000017199,교육/보건,보건시설,한의원,,,,,,,203976.163701,561615.044786,,354570,,,,POINT (203976.163701 561615.044786)
,030101,0100,AA0000017200,교육/보건,교육시설,유아교육기관,어린이집,,,,,,202623.223455,559746.751089,,219281,,,,POINT (202623.223455 559746.751089)
,030201,0000,AA0000017201,교육/보건,보건시설,병/의원,미분류,,,,,,204028.520089,564898.496974,,362414,,,,POINT (204028.520089 564898.496974)
,030201,0000,AA0000017202,교육/보건,보건시설,병/의원,미분류,,,,,,204188.822205,561157.123236,,353781,,,,POINT (204188.822205 561157.123236)
,030201,0000,AA0000017203,교육/보건,보건시설,병/의원,미분류,,,,,,201961.631514,560203.729641,,219851,,,,POINT (201961.631514 560203.729641)
,030201,0000,AA0000017204,교육/보건,보건시설,병/의원,미분류,,,,,,209836.057157,560558.025238,,,,,,POINT (209836.057157 560558.025238)
,030201,0000,AA0000017205,교육/보건,보건시설,병/의원,미분류,,,,,,202024.796191,559481.27936,,221578,,,,POINT (202024.796191 559481.27936)
,030201,0000,AA0000017206,교육/보건,보건시설,병/의원,미분류,,,,,,201545.544313,559139.502109,,215849,,,,POINT (201545.544313 559139.502109)
,030201,0000,AA0000017207,교육/보건,보건시설,병/의원,미분류,,,,,,204118.949858,562906.805633,,349042,,,,POINT (204118.949858 562906.805633)
,030201,0000,AA0000017208,교육/보건,보건시설,병/의원,미분류,,,,,,204298.333671,565097.724205,,352882,,,,POINT (204298.333671 565097.724205)
,030204,0000,AA0000017209,교육/보건,보건시설,한의원,,,,,,,203537.942961,560087.076856,,363955,,,,POINT (203537.942961 560087.076856)
,060205,0500,AA0000017210,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,,,,,199606.55321,554347.580697,,35243,,,,POINT (199606.55321 554347.580697)
,030104,0200,AA0000017211,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,209652.370695,560181.140304,,2811,,,,POINT (209652.370695 560181.140304)
,030204,0000,AA0000017212,교육/보건,보건시설,한의원,,,,,,,203999.768643,564660.702038,,364295,,,,POINT (203999.768643 564660.702038)
,030201,0000,AA0000017213,교육/보건,보건시설,병/의원,미분류,,,,,,203008.389938,562989.358913,,345438,,,,POINT (203008.389938 562989.358913)
,030101,0300,AA0000017214,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,204743.85735,563259.362248,,282235,,,,POINT (204743.85735 563259.362248)
,030201,0000,AA0000017215,교육/보건,보건시설,병/의원,미분류,,,,,,208189.598328,553357.873266,,212710,,,,POINT (208189.598328 553357.873266)
,030104,0200,AA0000017216,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,206704.202037,560562.56291,,365369,,,,POINT (206704.202037 560562.56291)
,030201,0800,AA0000017217,교육/보건,보건시설,병/의원,피부과,,,,,,207814.933249,553413.1767,,212968,,,,POINT (207814.933249 553413.1767)
,040113,0000,AA0000017218,숙박/음식,숙박시설,기타숙박시설,,,,,,,207757.19966,553524.679187,,210557,,,,POINT (207757.19966 553524.679187)
,030204,0000,AA0000017219,교육/보건,보건시설,한의원,,,,,,,206889.341567,563005.904511,,366564,,,,POINT (206889.341567 563005.904511)
,030201,0000,AA0000017220,교육/보건,보건시설,병/의원,미분류,,,,,,206875.795003,562911.547047,,25577,,,,POINT (206875.795003 562911.547047)
,070305,0103,AA0000017221,산업,서비스산업,금융/보험업,일반은행,한국스탠다드차타드은행,,,,,205128.515465,562797.303949,,366155,,,,POINT (205128.515465 562797.303949)
,030201,0000,AA0000017222,교육/보건,보건시설,병/의원,미분류,,,,,,205255.789665,562421.107899,,366226,,,,POINT (205255.789665 562421.107899)
,030104,0200,AA0000017223,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205487.353436,562966.424477,,366162,,,,POINT (205487.353436 562966.424477)
,030101,0100,AA0000017224,교육/보건,교육시설,유아교육기관,어린이집,,,,,,207360.376941,563454.264476,,366504,,,,POINT (207360.376941 563454.264476)
,030201,0000,AA0000017225,교육/보건,보건시설,병/의원,미분류,,,,,,204601.131347,563764.052585,,365318,,,,POINT (204601.131347 563764.052585)
,030101,0100,AA0000017226,교육/보건,교육시설,유아교육기관,어린이집,,,,,,205494.441973,561105.495056,,366837,,,,POINT (205494.441973 561105.495056)
,030205,0100,AA0000017227,교육/보건,보건시설,기타보건시설,약국,미분류,,,,,205499.913911,561088.830378,,366837,,,,POINT (205499.913911 561088.830378)
,030201,1800,AA0000017228,교육/보건,보건시설,병/의원,정신과,,,,,,205461.339272,561011.283987,,366853,,,,POINT (205461.339272 561011.283987)
,070305,0100,AA0000017229,산업,서비스산업,금융/보험업,일반은행,미분류,,,,,205445.592706,561055.314191,,366839,,,,POINT (205445.592706 561055.314191)
,030101,0100,AA0000017230,교육/보건,교육시설,유아교육기관,어린이집,,,,,,204541.186934,563948.973654,,365644,,,,POINT (204541.186934 563948.973654)
,070301,0302,AA0000017231,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,206043.723508,561491.283938,,282349,,,,POINT (206043.723508 561491.283938)
,030201,0000,AA0000017232,교육/보건,보건시설,병/의원,미분류,,,,,,205255.874889,560845.818991,,366892,,,,POINT (205255.874889 560845.818991)
,070301,0302,AA0000017233,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,205097.938834,560907.562602,,366676,,,,POINT (205097.938834 560907.562602)
,030101,0300,AA0000017234,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205084.119966,560945.057997,,366854,,,,POINT (205084.119966 560945.057997)
,030201,0000,AA0000017235,교육/보건,보건시설,병/의원,미분류,,,,,,205119.147316,562446.660333,,366140,,,,POINT (205119.147316 562446.660333)
,030101,0100,AA0000017236,교육/보건,교육시설,유아교육기관,어린이집,,,,,,205065.693123,562796.743052,,366073,,,,POINT (205065.693123 562796.743052)
,030104,0200,AA0000017237,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205496.027655,563016.316709,,366162,,,,POINT (205496.027655 563016.316709)
,070301,0302,AA0000017238,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,204734.876709,564249.516221,,365563,,,,POINT (204734.876709 564249.516221)
,070305,0105,AA0000017239,산업,서비스산업,금융/보험업,일반은행,하나은행,,,,,206581.187437,560921.333894,,355716,,,,POINT (206581.187437 560921.333894)
,070301,0306,AA0000017240,산업,서비스산업,종합상품판매업,대형상가,아파트상가,,,,,202025.860355,562030.189939,,352705,,,,POINT (202025.860355 562030.189939)
,030101,0300,AA0000017241,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205239.126378,562825.058592,,366175,,,,POINT (205239.126378 562825.058592)
,030101,0100,AA0000017242,교육/보건,교육시설,유아교육기관,어린이집,,,,,,206954.912502,562827.317196,,66323,,,,POINT (206954.912502 562827.317196)
,030104,0200,AA0000017243,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205583.016533,562965.390765,,366162,,,,POINT (205583.016533 562965.390765)
,030101,0300,AA0000017244,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205184.83892,563129.772447,,365888,,,,POINT (205184.83892 563129.772447)
,030101,0100,AA0000017245,교육/보건,교육시설,유아교육기관,어린이집,,,,,,204758.818,563307.0795,,282235,,,,POINT (204758.818 563307.0795)
,030101,0100,AA0000017246,교육/보건,교육시설,유아교육기관,어린이집,,,,,,204793.640284,563032.033906,,366075,,,,POINT (204793.640284 563032.033906)
,030104,0200,AA0000017247,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,206007.907646,560995.859837,,365395,,,,POINT (206007.907646 560995.859837)
,030104,0200,AA0000017248,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205513.391935,562852.438463,,366162,,,,POINT (205513.391935 562852.438463)
,030104,0200,AA0000017249,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205555.000784,562839.889287,,366162,,,,POINT (205555.000784 562839.889287)
,030201,0000,AA0000017250,교육/보건,보건시설,병/의원,미분류,,,,,,204845.263463,564283.540451,,365540,,,,POINT (204845.263463 564283.540451)
,040113,0000,AA0000017251,숙박/음식,숙박시설,기타숙박시설,,,,,,,207818.548696,554436.365888,,214912,,,,POINT (207818.548696 554436.365888)
,030201,0000,AA0000017252,교육/보건,보건시설,병/의원,미분류,,,,,,204839.840078,564058.199386,,365641,,,,POINT (204839.840078 564058.199386)
,070301,0302,AA0000017253,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,204832.352418,563933.488211,,345345,,,,POINT (204832.352418 563933.488211)
,030101,0300,AA0000017254,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205607.629725,561473.828437,,366746,,,,POINT (205607.629725 561473.828437)
,030201,0000,AA0000017255,교육/보건,보건시설,병/의원,미분류,,,,,,205405.795447,561535.403776,,366736,,,,POINT (205405.795447 561535.403776)
,070301,0302,AA0000017256,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,205180.856232,562265.772601,,366246,,,,POINT (205180.856232 562265.772601)
,010102,0000,AA0000017257,행정,중앙행정기관,중앙위원회,미분류,,,,,,202329.024212,559503.344145,,219339,,,,POINT (202329.024212 559503.344145)
,030201,0000,AA0000017258,교육/보건,보건시설,병/의원,미분류,,,,,,204355.021278,561911.997248,,16909,,,,POINT (204355.021278 561911.997248)
,030101,0100,AA0000017259,교육/보건,교육시설,유아교육기관,어린이집,,,,,,206579.336867,560722.140443,,365354,,,,POINT (206579.336867 560722.140443)
,030104,0200,AA0000017260,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,204348.8016,559145.318013,,356035,,,,POINT (204348.8016 559145.318013)
,030101,0300,AA0000017261,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205164.823883,561358.618425,,240089,,,,POINT (205164.823883 561358.618425)
,070305,0105,AA0000017262,산업,서비스산업,금융/보험업,일반은행,하나은행,,,,,204251.603021,561001.363165,,363693,,,,POINT (204251.603021 561001.363165)
,030204,0000,AA0000017263,교육/보건,보건시설,한의원,,,,,,,205456.685744,561922.529728,,408839,,,,POINT (205456.685744 561922.529728)
,030104,0200,AA0000017264,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205985.471857,561038.434077,,365395,,,,POINT (205985.471857 561038.434077)
,030104,0500,AA0000017265,교육/보건,교육시설,고등교육기관,공업고등학교,,,,,,206566.761314,559474.52557,,365070,,,,POINT (206566.761314 559474.52557)
,030101,0100,AA0000017266,교육/보건,교육시설,유아교육기관,어린이집,,,,,,203703.126483,560200.141065,,363929,,,,POINT (203703.126483 560200.141065)
,070301,0306,AA0000017267,산업,서비스산업,종합상품판매업,대형상가,아파트상가,,,,,203682.266821,560105.639119,,363959,,,,POINT (203682.266821 560105.639119)
,030201,0000,AA0000017268,교육/보건,보건시설,병/의원,미분류,,,,,,206132.612481,560563.087591,,336422,,,,POINT (206132.612481 560563.087591)
,070301,0302,AA0000017269,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,202433.450492,561914.058466,,408729,,,,POINT (202433.450492 561914.058466)
,070301,0302,AA0000017270,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,205431.374425,562203.308989,,365671,,,,POINT (205431.374425 562203.308989)
,030201,0000,AA0000017271,교육/보건,보건시설,병/의원,미분류,,,,,,206848.027481,560909.159559,,365222,,,,POINT (206848.027481 560909.159559)
,070305,0108,AA0000017272,산업,서비스산업,금융/보험업,일반은행,기업은행,,,,,204680.822549,560843.208798,,356440,,,,POINT (204680.822549 560843.208798)
,030201,0000,AA0000017273,교육/보건,보건시설,병/의원,미분류,,,,,,204691.078232,560685.640168,,364013,,,,POINT (204691.078232 560685.640168)
,030201,0000,AA0000017274,교육/보건,보건시설,병/의원,미분류,,,,,,205634.175819,559949.28388,,60063,,,,POINT (205634.175819 559949.28388)
,030101,0300,AA0000017275,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,206859.932756,561474.374481,,365289,,,,POINT (206859.932756 561474.374481)
,030201,0000,AA0000017276,교육/보건,보건시설,병/의원,미분류,,,,,,205685.61072,560393.103901,,365378,,,,POINT (205685.61072 560393.103901)
,030101,0300,AA0000017277,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205582.179838,560375.707114,,365378,,,,POINT (205582.179838 560375.707114)
,030104,0200,AA0000017278,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205499.029319,560343.067269,,365380,,,,POINT (205499.029319 560343.067269)
,030104,0200,AA0000017279,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205419.28491,560218.853606,,365380,,,,POINT (205419.28491 560218.853606)
,030104,0200,AA0000017280,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205434.609008,560231.923846,,365380,,,,POINT (205434.609008 560231.923846)
,030104,0200,AA0000017281,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205418.127158,560262.264881,,365380,,,,POINT (205418.127158 560262.264881)
,030104,0500,AA0000017282,교육/보건,교육시설,고등교육기관,공업고등학교,,,,,,204947.532169,559250.184841,,364418,,,,POINT (204947.532169 559250.184841)
,030104,0200,AA0000017283,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,207053.445748,562215.680516,,500490,,,,POINT (207053.445748 562215.680516)
,030101,0300,AA0000017284,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,203890.260832,560994.696345,,363684,,,,POINT (203890.260832 560994.696345)
,030201,0000,AA0000017285,교육/보건,보건시설,병/의원,미분류,,,,,,203859.34803,560999.497888,,363684,,,,POINT (203859.34803 560999.497888)
,030201,0000,AA0000017286,교육/보건,보건시설,병/의원,미분류,,,,,,206745.524478,561259.010464,,355609,,,,POINT (206745.524478 561259.010464)
,070301,0302,AA0000017287,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,206903.346194,561194.89183,,353287,,,,POINT (206903.346194 561194.89183)
,030201,0000,AA0000017288,교육/보건,보건시설,병/의원,미분류,,,,,,206901.950998,561257.25454,,204869,,,,POINT (206901.950998 561257.25454)
,030104,0200,AA0000017289,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,206562.721663,559753.803506,,355733,,,,POINT (206562.721663 559753.803506)
,030104,0500,AA0000017290,교육/보건,교육시설,고등교육기관,공업고등학교,,,,,,204993.719697,559190.384581,,364418,,,,POINT (204993.719697 559190.384581)
,030104,0500,AA0000017291,교육/보건,교육시설,고등교육기관,공업고등학교,,,,,,204940.914384,559078.756468,,364418,,,,POINT (204940.914384 559078.756468)
,030104,0200,AA0000017292,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,205117.256647,562090.099184,,366253,,,,POINT (205117.256647 562090.099184)
,030201,0000,AA0000017293,교육/보건,보건시설,병/의원,미분류,,,,,,206676.012375,562175.796905,,365467,,,,POINT (206676.012375 562175.796905)
,070301,0302,AA0000017294,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,206768.510388,562092.224929,,365490,,,,POINT (206768.510388 562092.224929)
,070305,0106,AA0000017295,산업,서비스산업,금융/보험업,일반은행,한국씨티은행,,,,,205117.976415,562374.030662,,366233,,,,POINT (205117.976415 562374.030662)
,030104,0200,AA0000017296,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,204446.474758,562188.690063,,363989,,,,POINT (204446.474758 562188.690063)
,030205,0100,AA0000017297,교육/보건,보건시설,기타보건시설,약국,미분류,,,,,207235.593216,561136.557787,,353290,,,,POINT (207235.593216 561136.557787)
,030201,0000,AA0000017298,교육/보건,보건시설,병/의원,미분류,,,,,,205983.273466,561946.684868,,364449,,,,POINT (205983.273466 561946.684868)
,030201,0000,AA0000017299,교육/보건,보건시설,병/의원,미분류,,,,,,205797.888769,559669.599337,,365130,,,,POINT (205797.888769 559669.599337)
,070305,0105,AA0000017300,산업,서비스산업,금융/보험업,일반은행,하나은행,,,,,205379.121268,561326.564365,,273143,,,,POINT (205379.121268 561326.564365)
,070305,0102,AA0000017301,산업,서비스산업,금융/보험업,일반은행,우리은행,,,,,205390.213468,561282.531473,,282366,,,,POINT (205390.213468 561282.531473)
,070301,0302,AA0000017302,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,204535.932765,561185.688146,,356426,,,,POINT (204535.932765 561185.688146)
,070301,0302,AA0000017303,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,204502.400392,561370.057917,,281841,,,,POINT (204502.400392 561370.057917)
,030101,0300,AA0000017304,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,206859.636015,561870.936792,,317024,,,,POINT (206859.636015 561870.936792)
,030201,0000,AA0000017305,교육/보건,보건시설,병/의원,미분류,,,,,,206835.522479,561891.866796,,317024,,,,POINT (206835.522479 561891.866796)
,030201,1400,AA0000017306,교육/보건,보건시설,병/의원,정형외과,,,,,,204478.721573,561440.922832,,323888,,,,POINT (204478.721573 561440.922832)
,030201,0000,AA0000017307,교육/보건,보건시설,병/의원,미분류,,,,,,205796.011563,559495.018165,,159418,,,,POINT (205796.011563 559495.018165)
,070301,0302,AA0000017308,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,206883.641697,561944.783101,,360405,,,,POINT (206883.641697 561944.783101)
,030201,0000,AA0000017309,교육/보건,보건시설,병/의원,미분류,,,,,,202226.200307,561167.109274,,363243,,,,POINT (202226.200307 561167.109274)
,030201,0000,AA0000017310,교육/보건,보건시설,병/의원,미분류,,,,,,205697.202748,561769.129538,,282346,,,,POINT (205697.202748 561769.129538)
,030205,0100,AA0000017311,교육/보건,보건시설,기타보건시설,약국,미분류,,,,,205285.903475,561536.608454,,366734,,,,POINT (205285.903475 561536.608454)
,070305,0100,AA0000017312,산업,서비스산업,금융/보험업,일반은행,미분류,,,,,205274.081283,561648.550058,,347699,,,,POINT (205274.081283 561648.550058)
,070301,0302,AA0000017313,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,203344.744662,559195.864225,,219406,,,,POINT (203344.744662 559195.864225)
,030101,0100,AA0000017314,교육/보건,교육시설,유아교육기관,어린이집,,,,,,204140.401651,562240.352877,,408942,,,,POINT (204140.401651 562240.352877)
,030101,0100,AA0000017315,교육/보건,교육시설,유아교육기관,어린이집,,,,,,204330.288444,562140.13461,,364010,,,,POINT (204330.288444 562140.13461)
,030201,0000,AA0000017316,교육/보건,보건시설,병/의원,미분류,,,,,,205373.721415,559739.183464,,365123,,,,POINT (205373.721415 559739.183464)
,070301,0302,AA0000017317,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,,,,,205911.717824,561624.03524,,347715,,,,POINT (205911.717824 561624.03524)
,030101,0300,AA0000017318,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,205791.328975,560782.575104,,365410,,,,POINT (205791.328975 560782.575104)
,030205,0100,AA0000017319,교육/보건,보건시설,기타보건시설,약국,미분류,,,,,203603.621365,561523.615476,,210404,,,,POINT (203603.621365 561523.615476)
,030201,0000,AA0000017320,교육/보건,보건시설,병/의원,미분류,,,,,,204294.630454,562300.942915,,363993,,,,POINT (204294.630454 562300.942915)
,030101,0300,AA0000017321,교육/보건,교육시설,유아교육기관,사립유치원,,,,,,203575.416582,561513.76603,,210404,,,,POINT (203575.416582 561513.76603)
,070301,0306,AA0000017322,산업,서비스산업,종합상품판매업,대형상가,아파트상가,,,,,205328.721413,560687.567288,,366874,,,,POINT (205328.721413 560687.567288)
,070301,0200,AA0000017323,산업,서비스산업,종합상품판매업,할인매장,미분류,,,,,206613.419048,555551.451831,,214142,,,,POINT (206613.419048 555551.451831)
,070301,0200,AA0000017324,산업,서비스산업,종합상품판매업,할인매장,미분류,,,,,207217.19914,555947.068832,,213803,,,,POINT (207217.19914 555947.068832)
,030104,0200,AA0000017325,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,207346.587202,556139.642694,,214018,,,,POINT (207346.587202 556139.642694)
,030104,0200,AA0000017326,교육/보건,교육시설,고등교육기관,공립고등학교,,,,,,207484.216922,557754.32718,,410862,,,,POINT (207484.216922 557754.32718)
