구,동,14세 이하 아동 수,~14세 비율,전체 어린이집 수,국공립 어린이집 수,국공립 어린이집 비율,전체 유치원 수,국공립 유치원 수,국공립 유치원 비율,어린이집 아동 수(구),어린이집 교사 수(구),어린이집 교사 1인당 아동 수(구),유치원 학생 수(구),교원 수(구),유치원 교원 1인당 학생 수(구),아동센터 수,면적당 아동센터 수,학교 수,학원 수,개소(구),녹지 면적 (㎡)(구),근린시설 수,동 면적(km2),근린시설 밀집도,정류장 수,면적당 정류장 수,지하철역 수,면적당 지하철역 수,총 아파트 수,5년 미만,5년 이상 10년 미만,10년 이상 15년 미만,15년 이상 20년 미만,20년 이상 30년 미만,30년 이상 40년 미만,40년 이상 50년 미만,50년 이상,20년 미만 아파트 비율,10년 미만 아파트 비율,30년 이상 아파트 비율,합계,외국인,외국인 비율,5대 범죄 발생 수,경찰서 및 지구대(구),경찰서 1개당 면적(구),cctv 수(구),공공도서관 수(구),공원 수(구),수 ,병원수,주간인구지수(%),주택수,일반가구수(가구),주택보급률,주택종류별 총합,단독주택합,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대 주택,비거주용건물내주택,아파트/총합,16_예산액_x,16_집행액_x,17_예산액_x,17_집행액_x,18_예산액_x,18_집행액_x,19_예산액_x,19_집행액_x,20_예산액_x,20_집행액_x,16_effect,17_effect,18_effect,19_effect,20_effect,16_예산액_y,16_집행액_y,17_예산액_y,17_집행액_y,18_예산액_y,18_집행액_y,19_예산액_y,19_집행액_y,20_예산액_y,20_집행액_y
종로구,창신1동,177.0,0.0380972879896685,3.0,1.0,33.33333333333333,1.0,1.0,1.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,1.0,3.2258064516129035,0.0,6.0,562.0,224004.0,36.0,0.31,116.12903225806453,32.0,103.22580645161293,1.0,3.2258064516129035,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,5383.0,737.0,0.14,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,34.0,245,1589.0,2340.0,67.9,1589.0,493,173,191,129,868.0,18,164,46,0.55,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,창신2동,281.0,0.0364650921359979,3.0,3.0,100.0,0.0,0.0,0.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,4.0,15.384615384615383,0.0,,562.0,224004.0,16.0,0.26,61.53846153846153,25.0,96.15384615384616,0.0,0.0,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,8796.0,1090.0,0.12,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,11.0,245,2466.0,3484.0,70.8,2466.0,879,245,497,137,330.0,89,1119,49,0.13,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,창신3동,502.0,0.0778415258179562,2.0,2.0,100.0,1.0,1.0,1.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,1.0,4.3478260869565215,1.0,5.0,562.0,224004.0,3.0,0.23,13.043478260869565,5.0,21.73913043478261,1.0,4.3478260869565215,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,6606.0,157.0,0.02,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,1.0,245,2150.0,2598.0,82.8,2150.0,306,91,176,39,1735.0,33,68,8,0.81,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,숭인1동,336.0,0.0582423296931877,2.0,2.0,100.0,1.0,0.0,0.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,0.0,0.0,1.0,9.0,562.0,224004.0,6.0,0.23,26.08695652173913,16.0,69.56521739130434,0.0,0.0,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,6057.0,288.0,0.05,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,14.0,245,1588.0,2622.0,60.6,1588.0,644,307,277,60,654.0,15,245,30,0.41,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,숭인2동,345.0,0.0351789538085041,2.0,2.0,100.0,0.0,0.0,0.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,0.0,0.0,4.0,5.0,562.0,224004.0,38.0,0.35,108.57142857142858,61.0,174.2857142857143,1.0,2.857142857142857,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,10509.0,702.0,0.07,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,10.0,245,3358.0,5065.0,66.3,3358.0,406,163,171,72,1633.0,224,1029,66,0.49,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,청운효자동,1113.0,0.0957172342621259,4.0,3.0,75.0,3.0,1.0,1.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,0.0,0.0,7.0,18.0,562.0,224004.0,20.0,2.57,7.782101167315176,60.0,23.346303501945528,0.0,0.0,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,11818.0,190.0,0.02,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,11.0,245,4134.0,4659.0,88.7,4134.0,1279,834,306,139,260.0,787,1750,58,0.06,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
종로구,혜화동,913.0,0.0565570216192777,3.0,3.0,100.0,3.0,1.0,1.0,2642.0,735.0,3.6,1019.0,96.0,10.614583333333334,0.0,0.0,7.0,38.0,562.0,224004.0,51.0,1.12,45.535714285714285,103.0,91.96428571428572,1.0,0.8928571428571428,14153.0,2762.0,167.0,2370.0,1425.0,5195.0,1332.0,317.0,585.0,0.475,0.207,0.842,19392.0,3249.0,0.17,3138.0,24.0,0.99625,"1,966",9.0,12.0,167.0,31.0,245,5065.0,8805.0,57.5,5065.0,1430,462,797,171,890.0,458,2172,115,0.18,180000,211000,200000,159500,376500,247500,481000,414500,450000,357000,1.1722222222222225,0.7975,0.6573705179282868,0.8617463617463618,0.7933333333333333,0.027027027027027,0.0957095709570957,0.0,0.0,0.155026455026455,0.076890756302521,0.2273550724637681,0.2358182023232209,0.1238168611049966,0.133105039827291
중구,소공동,253.0,0.1127450980392156,5.0,0.0,0.0,1.0,1.0,1.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,5.0,11.0,400.0,221589.0,64.0,0.95,67.36842105263158,157.0,165.26315789473685,2.0,2.1052631578947367,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,3578.0,1334.0,0.37,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,65.0,321,685.0,925.0,74.1,685.0,16,12,0,0,651.0,0,0,18,0.95,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,회현동,279.0,0.0613996478873239,8.0,1.0,12.5,1.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,0.0,1.0,400.0,221589.0,55.0,0.84,65.47619047619048,220.0,261.9047619047619,2.0,2.380952380952381,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,5222.0,678.0,0.13,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,64.0,321,1744.0,2010.0,86.8,1744.0,246,112,82,52,1342.0,43,75,38,0.77,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,명동,121.0,0.0441767068273092,9.0,0.0,0.0,0.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,4.0,15.0,400.0,221589.0,111.0,0.99,112.12121212121212,142.0,143.43434343434345,2.0,2.0202020202020203,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,3638.0,899.0,0.25,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,146.0,321,547.0,1061.0,51.6,547.0,201,65,73,63,250.0,0,54,42,0.46,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,필동,265.0,0.0667002265290712,1.0,1.0,100.0,2.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,3.0,10.0,400.0,221589.0,47.0,1.14,41.2280701754386,45.0,39.47368421052632,1.0,0.8771929824561404,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,4816.0,843.0,0.18,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,21.0,321,1191.0,1906.0,62.5,1191.0,375,161,111,103,399.0,89,258,70,0.34,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,장충동,227.0,0.0496609057099103,2.0,1.0,50.0,1.0,1.0,1.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,1.0,,400.0,221589.0,28.0,1.36,20.588235294117645,38.0,27.941176470588232,1.0,0.7352941176470588,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,5326.0,755.0,0.14,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,8.0,321,2433.0,2628.0,92.6,2433.0,391,190,137,64,197.0,262,1532,51,0.08,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,광희동,175.0,0.0336409073433294,2.0,1.0,50.0,0.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,1.0,7.0,400.0,221589.0,61.0,0.74,82.43243243243244,108.0,145.94594594594594,3.0,4.054054054054054,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,6682.0,1480.0,0.22,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,33.0,321,1828.0,2559.0,71.4,1828.0,450,228,130,92,1206.0,0,116,55,0.66,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,을지로동,60.0,0.0361228175797712,2.0,0.0,0.0,1.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,2.0,2.0,400.0,221589.0,53.0,0.6,88.33333333333334,46.0,76.66666666666667,3.0,5.0,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,1912.0,251.0,0.13,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,36.0,321,422.0,1114.0,37.9,422.0,101,53,0,44,257.0,0,7,57,0.61,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,신당5동,791.0,0.0777013752455795,4.0,2.0,50.0,1.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,3.0,7.0,400.0,221589.0,24.0,0.39,61.53846153846153,36.0,92.3076923076923,0.0,0.0,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,10513.0,333.0,0.03,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,23.0,321,3376.0,4949.0,68.2,3376.0,607,150,335,122,2279.0,106,321,63,0.68,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,황학동,1031.0,0.0817994287527768,6.0,4.0,66.66666666666666,0.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,0.0,3.0,400.0,221589.0,25.0,0.33,75.75757575757575,27.0,81.81818181818181,1.0,3.0303030303030303,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,13459.0,855.0,0.06,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,18.0,321,3959.0,6213.0,63.7,3959.0,612,148,209,255,2823.0,12,398,114,0.71,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,중림동,1419.0,0.1181613789657756,6.0,3.0,50.0,1.0,0.0,0.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,1.0,2.083333333333333,2.0,12.0,400.0,221589.0,25.0,0.48,52.083333333333336,49.0,102.08333333333334,0.0,0.0,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,12338.0,329.0,0.03,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,18.0,321,4324.0,4976.0,86.9,4324.0,259,129,96,34,3455.0,54,529,27,0.8,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
중구,신당동,386.0,0.0506694670517196,1.0,1.0,100.0,1.0,1.0,1.0,2712.0,696.0,3.9,937.0,91.0,10.296703296703296,0.0,0.0,2.0,2.0,400.0,221589.0,29.0,0.55,52.72727272727272,32.0,58.18181818181818,1.0,1.818181818181818,21729.0,2684.0,1220.0,4831.0,6013.0,5350.0,70.0,762.0,799.0,0.679,0.18,0.925,9087.0,1469.0,0.16,3071.0,20.0,0.498,"2,584",8.0,5.0,72.0,26.0,321,2526.0,4028.0,62.7,2526.0,968,425,391,152,973.0,51,426,108,0.39,150000,216500,246900,186800,400300,346600,350000,350000,497600,469600,1.4433333333333334,0.7565816119886594,0.8658506120409692,1.0,0.9437299035369776,0.0,0.1017601760176017,0.0479305058763413,0.0379430159833217,0.1802116402116402,0.2156862745098039,0.108695652173913,0.1630765760685688,0.1500110059432093,0.2169284597632695
