구,동,14세 이하 아동 수,~14세 비율,전체 어린이집 수,국공립 어린이집 수,국공립 어린이집 비율,전체 유치원 수,국공립 유치원 수,국공립 유치원 비율,어린이집 아동 수(구),어린이집 교사 수(구),어린이집 교사 1인당 아동 수(구),유치원 학생 수(구),교원 수(구),유치원 교원 1인당 학생 수(구),아동센터 수,면적당 아동센터 수,학교 수,학원 수,개소(구),녹지 면적 (㎡)(구),근린시설 수,동 면적(km2),근린시설 밀집도,정류장 수,면적당 정류장 수,지하철역 수,면적당 지하철역 수,총 아파트 수,5년 미만,5년 이상 10년 미만,10년 이상 15년 미만,15년 이상 20년 미만,20년 이상 30년 미만,30년 이상 40년 미만,40년 이상 50년 미만,50년 이상,20년 미만 아파트 비율,10년 미만 아파트 비율,30년 이상 아파트 비율,합계,외국인,외국인 비율,5대 범죄 발생 수,경찰서 및 지구대(구),경찰서 1개당 면적(구),cctv 수(구),공공도서관 수(구),공원 수(구),수 ,병원수,주간인구지수(%),주택수,일반가구수(가구),주택보급률,주택종류별 총합,단독주택합,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대 주택,비거주용건물내주택,아파트/총합,16_예산액_x,16_집행액_x,17_예산액_x,17_집행액_x,18_예산액_x,18_집행액_x,19_예산액_x,19_집행액_x,20_예산액_x,20_집행액_x,16_effect,17_effect,18_effect,19_effect,20_effect,16_예산액_y,16_집행액_y,17_예산액_y,17_집행액_y,18_예산액_y,18_집행액_y,19_예산액_y,19_집행액_y,20_예산액_y,20_집행액_y
은평구,신사1동,2119.0,0.0791291683782068,11.0,3.0,27.27272727272727,1.0,0.0,0.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,1.0,1.1904761904761905,2.0,46.0,257.0,410163.0,27.0,0.84,32.142857142857146,57.0,67.85714285714286,0.0,0.0,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,26984.0,205.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,35.0,77,9417.0,10970.0,85.8,9417.0,589,155,267,167,2999.0,476,5291,62,0.32,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,신사2동,1476.0,0.0762003097573567,7.0,4.0,57.14285714285714,1.0,1.0,1.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,3.0,3.0,3.0,43.0,257.0,410163.0,11.0,1.0,11.0,53.0,53.0,1.0,1.0,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,19497.0,127.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,12.0,77,6580.0,8232.0,79.9,6580.0,1056,347,571,138,2394.0,383,2690,57,0.36,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,증산동,1624.0,0.0877837837837837,13.0,4.0,30.76923076923077,1.0,0.0,0.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,1.0,1.2345679012345678,4.0,45.0,257.0,410163.0,25.0,0.81,30.8641975308642,86.0,106.17283950617283,1.0,1.2345679012345678,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,18647.0,147.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,22.0,77,4864.0,6166.0,78.9,4864.0,771,236,436,99,1857.0,600,1598,38,0.38,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,수색동,1432.0,0.1090051000989571,4.0,2.0,50.0,2.0,1.0,1.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,0.0,0.0,2.0,13.0,257.0,410163.0,18.0,1.29,13.953488372093023,144.0,111.6279069767442,0.0,0.0,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,13210.0,73.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,13.0,77,3114.0,3598.0,86.6,3114.0,280,138,102,40,2192.0,150,467,25,0.7,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,진관동,6021.0,0.1098301745681399,39.0,16.0,41.02564102564102,7.0,5.0,5.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,1.0,0.0867302688638334,11.0,184.0,257.0,410163.0,28.0,11.53,2.4284475281873377,288.0,24.97831743278404,1.0,0.0867302688638334,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,55034.0,213.0,0.0,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,54.0,77,17146.0,19989.0,85.8,17146.0,257,205,32,20,16634.0,220,20,15,0.97,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,불광2동,1391.0,0.0514499186270158,8.0,3.0,37.5,3.0,3.0,3.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,1.0,0.7246376811594204,5.0,37.0,257.0,410163.0,36.0,1.38,26.086956521739133,72.0,52.173913043478265,0.0,0.0,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,27280.0,244.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,30.0,77,8970.0,12584.0,71.3,8970.0,1618,480,958,180,882.0,483,5920,67,0.1,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,응암3동,1274.0,0.0531719532554257,5.0,2.0,40.0,2.0,1.0,1.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,3.0,4.761904761904762,7.0,45.0,257.0,410163.0,61.0,0.63,96.82539682539682,89.0,141.2698412698413,0.0,0.0,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,24313.0,353.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,57.0,77,6999.0,11289.0,62.0,6999.0,1294,176,873,245,925.0,105,4551,124,0.13,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
은평구,역촌동,3303.0,0.0740765659691852,20.0,7.0,35.0,2.0,1.0,1.0,8586.0,1900.0,4.5,2916.0,285.0,10.23157894736842,4.0,3.4482758620689657,1.0,117.0,257.0,410163.0,54.0,1.16,46.55172413793104,90.0,77.58620689655173,1.0,0.8620689655172414,58308.0,13823.0,3294.0,22503.0,6528.0,7846.0,4124.0,157.0,33.0,0.791,0.294,0.926,44984.0,395.0,0.01,3487.0,22.0,1.35045454545455,"4,653",8.0,7.0,24.0,48.0,77,14882.0,18768.0,79.3,14882.0,1488,299,822,367,1782.0,493,10943,176,0.12,475100,412550,443950,340950,443950,310350,689050,530550,602700,477600,0.8683435066301831,0.7679918909787138,0.6990652100461764,0.7699731514403889,0.7924340467894475,0.2928828828828829,0.3174367436743674,0.2493101686254471,0.2521890201528839,0.2264021164021164,0.1649159663865546,0.4158061594202898,0.3666967407240329,0.2078472375082544,0.2228839425295913
서대문구,천연동,1667.0,0.0991494676738238,8.0,2.0,25.0,1.0,1.0,1.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,2.0,2.061855670103093,1.0,45.0,232.0,253427.0,28.0,0.97,28.8659793814433,92.0,94.84536082474229,2.0,2.061855670103093,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,17031.0,218.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,33.0,105,6081.0,7186.0,84.6,6081.0,522,120,328,74,5109.0,112,306,32,0.84,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,홍제1동,2357.0,0.0964876371377108,12.0,4.0,33.33333333333333,2.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,0.0,52.0,232.0,253427.0,24.0,1.23,19.51219512195122,136.0,110.56910569105692,1.0,0.8130081300813008,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,24674.0,246.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,45.0,105,8022.0,9541.0,84.1,8022.0,619,115,399,105,4961.0,553,1824,65,0.62,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,홍제3동,1567.0,0.0884361419944692,10.0,7.0,70.0,2.0,1.0,1.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,3.0,53.0,232.0,253427.0,24.0,0.81,29.629629629629623,101.0,124.69135802469135,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,17890.0,171.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,39.0,105,4969.0,6463.0,76.9,4969.0,881,238,513,130,2469.0,195,1364,60,0.5,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,홍제2동,1044.0,0.0783430886987843,4.0,2.0,50.0,1.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,1.0,0.9523809523809524,2.0,29.0,232.0,253427.0,10.0,1.05,9.523809523809524,60.0,57.14285714285714,1.0,0.9523809523809524,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,13433.0,107.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,23.0,105,4993.0,5493.0,90.9,4993.0,257,41,180,36,4109.0,58,545,24,0.82,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,홍은1동,2162.0,0.0957314913212894,9.0,6.0,66.66666666666666,2.0,1.0,1.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,1.0,48.0,232.0,253427.0,16.0,1.58,10.126582278481012,64.0,40.506329113924046,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,22825.0,241.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,13.0,105,7308.0,8867.0,82.4,7308.0,1132,434,578,120,5041.0,274,808,53,0.69,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,홍은2동,1917.0,0.0717091235551565,7.0,3.0,42.85714285714285,1.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,10.0,66.0,232.0,253427.0,19.0,2.06,9.223300970873789,178.0,86.40776699029126,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,27499.0,766.0,0.03,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,23.0,105,9267.0,11177.0,82.9,9267.0,959,154,689,116,2514.0,895,4840,59,0.27,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,남가좌1동,3370.0,0.2023416391474032,13.0,7.0,53.84615384615385,1.0,1.0,1.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,1.0,24.0,232.0,253427.0,26.0,0.51,50.98039215686274,67.0,131.37254901960785,1.0,1.96078431372549,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,16884.0,229.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,27.0,105,5609.0,5402.0,103.8,5609.0,43,0,23,19,5250.0,186,104,26,0.94,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,남가좌2동,3930.0,0.1341251151837821,17.0,7.0,41.17647058823529,3.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,1.0,1.2987012987012987,2.0,80.0,232.0,253427.0,28.0,0.77,36.36363636363636,79.0,102.5974025974026,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,30508.0,1207.0,0.04,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,31.0,105,8979.0,12020.0,74.7,8979.0,995,87,705,203,5759.0,124,2023,78,0.64,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,북가좌1동,1951.0,0.1102073094955657,10.0,5.0,50.0,1.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,1.0,1.818181818181818,3.0,45.0,232.0,253427.0,7.0,0.55,12.727272727272728,92.0,167.27272727272725,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,17804.0,101.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,21.0,105,6089.0,6483.0,93.9,6089.0,286,24,231,31,4770.0,192,821,20,0.78,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,북가좌2동,2073.0,0.067020141605509,10.0,4.0,40.0,2.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,0.0,84.0,232.0,253427.0,32.0,0.84,38.095238095238095,73.0,86.90476190476191,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,31244.0,313.0,0.01,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,32.0,105,10603.0,13580.0,78.1,10603.0,1197,101,904,192,2016.0,737,6556,97,0.19,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,충현동,1789.0,0.090066958666868,8.0,4.0,50.0,0.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,2.0,1.7857142857142856,8.0,17.0,232.0,253427.0,16.0,1.12,14.285714285714285,112.0,100.0,2.0,1.7857142857142856,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,20316.0,453.0,0.02,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,17.0,105,6573.0,9108.0,72.2,6573.0,1350,541,684,125,3197.0,544,1428,54,0.49,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,북아현동,2069.0,0.1328752167490848,12.0,7.0,58.333333333333336,1.0,1.0,1.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,3.0,36.0,232.0,253427.0,17.0,0.46,36.95652173913043,61.0,132.6086956521739,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,15875.0,304.0,0.02,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,20.0,105,5298.0,6867.0,77.2,5298.0,702,188,433,81,4099.0,95,360,42,0.77,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,신촌동,829.0,0.0408434744050845,5.0,1.0,20.0,3.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,6.0,70.0,232.0,253427.0,77.0,2.63,29.27756653992396,295.0,112.16730038022814,5.0,1.9011406844106464,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,26143.0,5846.0,0.22,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,73.0,105,5570.0,12532.0,44.5,5570.0,1114,182,704,228,1565.0,249,2476,166,0.28,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
서대문구,연희동,2250.0,0.0653822683288292,11.0,5.0,45.45454545454545,1.0,0.0,0.0,5150.0,1116.0,4.6,2227.0,203.0,10.970443349753694,0.0,0.0,3.0,68.0,232.0,253427.0,54.0,3.05,17.704918032786885,262.0,85.9016393442623,0.0,0.0,49650.0,8508.0,9817.0,3522.0,4926.0,18557.0,3601.0,719.0,0.0,0.539,0.369,0.913,37428.0,3015.0,0.08,2374.0,11.0,1.60272727272727,"3,538",4.0,4.0,18.0,35.0,105,11675.0,18393.0,63.5,11675.0,2543,500,1757,286,3273.0,1247,4455,157,0.28,410000,358800,380000,305200,380000,269600,345000,244400,285000,197000,0.8751219512195122,0.8031578947368421,0.7094736842105264,0.7084057971014492,0.6912280701754386,0.2342342342342342,0.2583058305830583,0.1839550332141032,0.2025017373175816,0.1587301587301587,0.1078431372549019,0.1041666666666666,0.0439833088981617,0.0330178296279991,0.0139953845008561
마포구,용강동,3257.0,0.1526241799437675,12.0,4.0,33.33333333333333,1.0,0.0,0.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,0.0,0.0,1.0,94.0,421.0,886405.0,20.0,0.84,23.80952380952381,35.0,41.66666666666667,1.0,1.1904761904761905,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,21786.0,446.0,0.02,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,11.0,121,7309.0,8369.0,87.3,7309.0,218,60,98,60,6067.0,72,899,53,0.83,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
마포구,대흥동,920.0,0.0634701621248706,4.0,4.0,100.0,2.0,2.0,2.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,1.0,1.1494252873563218,3.0,97.0,421.0,886405.0,54.0,0.87,62.06896551724138,135.0,155.17241379310346,1.0,1.1494252873563218,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,16177.0,1682.0,0.1,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,83.0,121,3335.0,7321.0,45.6,3335.0,1066,320,602,144,1591.0,6,601,71,0.48,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
마포구,염리동,2153.0,0.1284759517842224,8.0,6.0,75.0,2.0,1.0,1.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,0.0,0.0,8.0,69.0,421.0,886405.0,13.0,0.44,29.545454545454547,40.0,90.9090909090909,0.0,0.0,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,17633.0,875.0,0.05,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,15.0,121,3186.0,4969.0,64.1,3186.0,564,186,281,97,1931.0,24,626,41,0.61,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
마포구,신수동,2468.0,0.1107421699721798,9.0,5.0,55.55555555555556,1.0,0.0,0.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,1.0,1.282051282051282,3.0,48.0,421.0,886405.0,21.0,0.78,26.923076923076923,35.0,44.87179487179487,0.0,0.0,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,22672.0,386.0,0.02,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,20.0,121,7508.0,9523.0,78.8,7508.0,651,119,381,151,5227.0,171,1387,72,0.7,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
마포구,서교동,1066.0,0.043460534898891,8.0,7.0,87.5,1.0,0.0,0.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,1.0,0.6060606060606061,5.0,206.0,421.0,886405.0,160.0,1.65,96.96969696969695,221.0,133.93939393939394,1.0,0.6060606060606061,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,26674.0,2146.0,0.08,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,152.0,121,9189.0,13887.0,66.2,9189.0,1361,275,710,376,2420.0,355,4613,440,0.26,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
마포구,합정동,1065.0,0.0637648185846006,7.0,3.0,42.85714285714285,1.0,1.0,1.0,6464.0,1536.0,4.2,2619.0,245.0,10.689795918367349,3.0,1.744186046511628,2.0,30.0,421.0,886405.0,32.0,1.72,18.6046511627907,69.0,40.11627906976744,1.0,0.5813953488372093,73023.0,8658.0,11158.0,9915.0,17556.0,17541.0,7909.0,214.0,72.0,0.648,0.271,0.888,17064.0,362.0,0.02,4096.0,16.0,1.490625,"2,638",6.0,5.0,38.0,31.0,121,6319.0,8280.0,76.3,6319.0,666,108,430,128,1070.0,282,4164,137,0.17,500000,420400,500000,370800,860900,707800,845600,654150,760000,546100,0.8408,0.7416,0.8221628528284354,0.7735927152317881,0.7185526315789473,0.3153153153153153,0.326072607260726,0.3065917220235054,0.2936761640027797,0.6676190476190477,0.7215686274509804,0.5576086956521739,0.5060899966166685,0.2944089808496588,0.2738777637162212
