,법정동명,mean_vlue/m**2,공시지가(원/㎡)
109,마천동,984.84556099089,4029438
110,마포동,1050.6375229952414,5455173
111,만리동1가,1080.7413963066176,4744875
112,만리동2가,1743.0261841152624,4026661
113,망우동,585.9538380154931,2855358
114,망원동,837.5041557441025,5993873
115,면목동,695.504848177,3292185
116,명륜1가,771.8894372439862,4202754
117,명륜2가,1081.8847458031569,7989941
118,명륜3가,560.1171860886898,3144261
119,명륜4가,1072.6897972692284,7883817
120,명일동,1178.266778247821,5320753
121,목동,899.1160451080611,4233746
122,무악동,1353.994048077275,2781223
123,묵동,695.8500263054375,3407194
124,묵정동,805.4203602030348,6788362
125,문래동1가,1457.4121249574598,4271870
126,문래동2가,1381.707991364562,4859475
127,문래동3가,1173.6265729607032,5401039
128,문래동4가,1160.339145685193,4828944
129,문래동5가,873.5669134952815,3043660
130,문래동6가,895.4314753305616,4442829
131,문배동,1144.3851060101374,6859468
132,문정동,1012.2710763093386,6740320
133,미근동,1176.4710652546037,5693233
134,미아동,692.6105222329063,3204971
135,반포동,2372.468261623109,11590393
136,방배동,1481.6187633655054,8091237
137,방이동,1024.4369475819906,7267954
138,방학동,503.0257015066834,2561233
139,방화동,789.7924485825091,2791043
140,번동,525.434232321233,2539233
141,보광동,2156.371204011263,7741279
142,보문동1가,1886.2427459854864,5215396
143,보문동2가,702.4595064727405,5718868
144,보문동3가,1090.962823707888,3283472
145,보문동4가,820.7974238092858,5726601
146,보문동5가,696.258375403158,4947783
147,보문동6가,1256.635030519665,3499797
148,보문동7가,677.0675223642487,4956896
149,본동,1422.83340133535,3590514
150,봉원동,807.4832107451232,1954289
151,봉익동,2176.1996798250752,10269396
152,봉천동,806.8917796392411,4311754
153,부암동,699.7049666236044,1617440
154,북가좌동,722.5211246433646,3545270
155,북아현동,1570.5711475026103,5354279
156,불광동,730.1375472343232,3378313
157,사간동,2569.9847298293,8321795
158,사근동,716.1024083236006,2828621
159,사당동,991.5366705908996,4897399
160,사직동,1102.9464453703054,3647355
161,산림동,2899.2044170575195,12887853
162,산천동,1361.1959073667947,4021927
163,삼선동1가,649.0864340825534,3082208
164,삼선동2가,987.2415158341178,4096800
165,삼선동3가,835.8034078430618,3980865
166,삼선동4가,1015.0103901206196,5222480
167,삼선동5가,584.1762407465378,5038083
168,삼성동,1744.527941826158,16915129
169,삼전동,877.7578180834014,8113298
170,삼청동,1205.6101801073407,6020450
171,상계동,826.6388574556761,2996730
172,상도1동,775.5085657199572,5233700
173,상도동,972.7869436050372,3863874
174,상봉동,832.7196836435054,3883186
175,상수동,1142.1666824270756,7329184
176,상암동,975.9959168581833,3298129
177,상왕십리동,1441.1360376562438,4201557
178,상월곡동,776.3333305842573,2984146
179,상일동,1354.4635981281338,3004126
180,서계동,1322.393374721407,5589952
181,서교동,959.4585504085244,10361044
182,서빙고동,1752.9330454286378,4440077
183,서초동,1229.374278465814,13214134
184,석관동,749.4491262300301,2846244
185,석촌동,947.7492045015752,7738296
186,성내동,889.4364396610185,5333507
187,성북동,945.4657326078224,3016819
188,성북동1가,765.1943822682449,4712896
189,성산동,917.915791011987,4572665
190,성수동1가,1701.5132846225515,6732515
191,성수동2가,1851.1903594414389,7064587
192,세곡동,1486.704173198996,1866622
193,소격동,2016.709881878421,8112283
194,송정동,789.0023859641193,3366596
195,송파동,1084.1492582982446,8521835
196,수색동,1106.065139813913,3742762
197,수서동,1897.7408177271225,3130956
198,수송동,915.4702032070986,11944135
199,수유동,478.87393232608434,2537031
200,순화동,1228.6114939786949,8555946
201,숭인동,808.7893940664007,4455881
202,시흥동,617.957082304496,2956398
203,신계동,1861.8237356812408,6834713
204,신공덕동,1247.7955510440518,6282956
205,신교동,633.7291681964701,3398296
206,신길동,1089.9089471149214,3865429
207,신내동,767.0216518930265,1692874
208,신당동,1073.5534024303704,4943881
209,신대방동,936.2905842668832,3981577
210,신도림동,1200.395652587139,3583558
211,신림동,682.3855607981033,4076320
212,신문로1가,1043.668943768537,18736678
213,신문로2가,1779.529325182729,8026942
214,신사동,733.023810499693,9210214
215,신설동,754.3008153984621,4694300
216,신수동,1158.3434512727656,5690878
217,신영동,692.7942785588605,2337544
218,신원동,1479.2750616746105,1611876
219,신월동,580.2523049697024,2787259
220,신정동,1033.6977677630327,3947604
221,신창동,1122.3389841460064,4871368
222,신천동,1978.1953811323003,9241201
223,신촌동,633.800596078614,2556672
224,쌍림동,1260.069508160579,6978050
225,쌍문동,532.102517459154,2448165
226,아현동,1625.7180330865174,6844603
227,안국동,2052.9663862760863,8156566
228,안암동1가,902.1308337446852,4294683
229,안암동2가,607.833295313323,4397303
230,안암동3가,602.1081368651292,4041789
231,안암동4가,523.705664209919,4697525
232,안암동5가,596.4348009823025,4592040
233,암사동,974.4904975935732,3491900
234,압구정동,2774.2474674297173,15717741
235,양재동,1028.1213955079072,8153751
236,양평동1가,1319.9684676440006,5477619
237,양평동2가,742.2686316361921,4397816
238,양평동3가,1031.3768830518136,4411149
239,양평동4가,937.7222176187306,5492633
240,양평동5가,1210.2701317088226,4965211
241,양평동6가,1022.7240222073942,4086628
242,여의도동,1173.0172486369047,13280386
243,역삼동,1322.408086974447,15494728
244,역촌동,580.9167444148013,3547146
245,연건동,775.2791078808634,5300250
246,연남동,1015.4121607842832,6806665
247,연지동,1049.8304032046656,6696630
248,연희동,698.3121072093611,3090212
249,염곡동,1125.3918590933415,1687427
250,염리동,1800.917030338866,6148047
251,염창동,1032.419637458082,3942474
252,영등포동,1194.716130211776,3804985
253,영등포동1가,1024.6425566858636,6026406
254,영등포동2가,1102.303919995852,6970065
255,영등포동3가,1111.6530820955884,14741264
256,영등포동4가,845.2936818173066,10682209
257,영등포동5가,1146.2733719974538,8461083
258,영등포동6가,1024.9160109325717,6862111
259,영등포동7가,1211.3860094083273,5887384
260,영등포동8가,1121.3079297226907,5324524
261,영천동,1094.0963517526925,4481242
262,예장동,755.4460384491591,3350189
263,오금동,943.6969939557114,5992059
264,오류동,598.2352643255365,2760357
265,오장동,1277.1136747415678,7776250
266,옥수동,1696.7726369264617,3601006
267,옥인동,1062.4437376179249,4395401
268,옥천동,842.5092531865249,4013832
269,온수동,664.6112116086218,2123509
270,와룡동,787.603402073867,6604417
271,외발산동,339.4393764554386,1399093
272,용강동,1348.7621955525738,7137482
273,용답동,861.4120347719335,4317803
274,용두동,935.5277352647277,4708817
275,용문동,1249.3955147063468,6789319
276,용산동2가,803.8227995512524,4794815
277,용산동3가,2786.650461090401,9106375
278,용산동5가,1862.926546322892,6734048
279,우면동,1294.6350529723356,2130238
280,우이동,501.7684906183548,1636748
281,운니동,859.7666247572604,8147021
282,원남동,888.4593276501652,5325127
283,원서동,638.8766206168292,4663602
284,원지동,1007.0507020004276,788429
285,원효로1가,1441.733063624139,6678737
286,원효로2가,1345.4652971410244,7511276
287,원효로3가,1254.0992121001718,6619616
288,원효로4가,1580.028467772567,5314955
289,월계동,860.2552761173621,2161189
290,율현동,1227.3940182968531,2067327
291,을지로2가,919.3892657550716,27268163
292,을지로3가,1320.1776893645572,17093859
293,을지로4가,945.5436881582616,13192779
294,을지로5가,591.0065401160022,11391939
295,을지로6가,647.1992355773806,14232462
296,을지로7가,1290.324185615129,8349547
297,응봉동,1068.314445926885,2539897
298,응암동,719.085695596915,3549913
299,의주로1가,670.5187480270243,9566312
300,이문동,1037.8602779076025,3763064
301,이촌동,1935.8255686346836,7667812
302,이태원동,1181.5803799291295,8192168
303,이화동,1025.5364422393147,3477113
304,익선동,777.8766823154655,8076124
305,인사동,3520.488573286905,18221124
306,인의동,974.634309700972,8976570
307,인현동1가,560.4982206405693,10129432
308,인현동2가,629.6995613846178,10428233
309,일원동,1984.0555525968728,5601653
310,입정동,3469.146863075754,16239267
311,자곡동,984.220491261872,2539945
312,자양동,1090.8548397042891,5451237
313,잠실동,1922.653502636596,9084991
314,잠원동,2544.630592324777,11488233
315,장사동,1727.0864279077664,15754261
316,장안동,763.7459916475977,4231734
317,장위동,801.1983206258221,3048408
318,장지동,1726.5472854343257,2046328
319,장충동1가,911.9757980710002,6349552
320,장충동2가,638.8884226504133,4353642
321,재동,2212.265825271429,8693452
322,저동1가,2019.192323070772,17244649
323,저동2가,1222.6762127617535,15013699
324,적선동,707.7049209082817,12668453
325,전농동,1072.8216214213203,3999820
326,정동,1719.725212677544,7611015
327,정릉동,648.6735237281611,2425943
328,제기동,839.6111746848766,3779825
329,종로1가,789.2902804451572,26732435
330,종로5가,3046.829266105023,16127122
331,종로6가,952.1844921035218,8348077
332,종암동,855.8958493928375,3091599
333,주교동,1498.1765987239496,11605438
334,주성동,2287.7446570195702,6473663
335,중계동,891.8056357168231,2385505
336,중곡동,698.1892376003262,3867653
337,중동,915.0337113809932,3593224
338,중림동,1278.8082519533273,6080401
339,중화동,654.6995386840099,3221803
340,증산동,896.3531620514227,3527015
341,진관동,869.9059807710659,1124116
342,창동,691.5816670151253,2926862
343,창성동,2120.064163249549,5193992
344,창신동,861.9684354259628,4394140
345,창전동,1239.6685208073677,6180828
346,창천동,829.6573479334778,8471406
347,천연동,1171.5005863961271,3744545
348,천왕동,834.2342550375841,1382214
349,천호동,849.6987062697801,5100748
350,청담동,1854.497481384189,17502559
351,청량리동,968.741964387394,4094676
352,청암동,999.9144808197392,3510279
353,청운동,985.2305866745238,3264165
354,청파동1가,1095.5438227219472,4830019
355,청파동2가,1197.4999575910404,5443441
356,청파동3가,1215.7824196803283,5679271
357,체부동,1067.3795943865898,6070976
358,충무로2가,1272.0851667044228,38786412
359,충무로3가,839.7887098876635,14829607
360,충무로4가,1072.479072524054,11174000
361,충무로5가,996.8601840907728,10097806
362,충신동,542.5337914605276,4395213
363,충정로2가,684.1153253023608,5609857
364,충정로3가,1217.9825112456383,4335526
365,토정동,1537.936682146409,2903280
366,통의동,1631.469840237324,6128090
367,통인동,1313.7453431344757,6280022
368,팔판동,2008.097217728421,7073940
369,평동,2244.317168184528,8507808
370,평창동,711.4837178068301,2486042
371,풍납동,1164.4707370274884,4031737
372,필동1가,768.3814492214079,9447352
373,필동2가,1102.1448459919727,7001762
374,필동3가,954.9651068487664,5248386
375,필운동,1009.0223705744836,5709412
376,하계동,892.1020419207891,2217797
377,하왕십리동,1364.1514342071478,4381817
378,하월곡동,919.9808704769372,3746841
379,하중동,1535.0275935207274,4191434
380,한강로1가,1244.5305002536104,12615489
381,한강로2가,1310.1049010040042,14617722
382,한강로3가,1575.5779043771302,13665723
383,한남동,1907.2545368826377,8385059
384,합동,821.1594905691142,5395851
385,합정동,985.5595800843574,6577590
386,항동,726.299785212252,1392163
387,행당동,1381.9421128742852,5267827
388,행촌동,583.4936820233288,2396871
389,현석동,1355.888355715335,3786754
390,현저동,1169.7738452142232,1500718
391,혜화동,886.9129597758186,4976233
392,홍은동,610.2091096424409,2495867
393,홍익동,978.8153624537316,5260771
394,홍제동,823.8656532784156,3167587
395,홍지동,528.2800271134405,2270606
396,홍파동,2083.9107363737694,3372397
397,화곡동,648.8367120682508,3712271
398,화동,1330.4174934376038,6922729
399,화양동,979.7409681554716,6190914
400,황학동,1038.6215577862524,6938012
401,회기동,792.6828429195173,4297213
402,회현동1가,1029.5442429456184,10535937
403,회현동2가,1031.0573641796063,7008893
404,효자동,1009.13543058723,4550903
405,효제동,1411.8159863917022,8187719
406,효창동,1371.9408545105837,5395758
407,후암동,986.7278012033024,4970125
408,휘경동,889.179989690663,3512721
409,흑석동,1634.878492886757,5166670
410,흥인동,863.180365678763,8657741
411,공평동,,17801938
412,과해동,,195634
413,궁정동,,3545080
414,남대문로1가,,28836250
415,남대문로2가,,34361274
416,남대문로3가,,27214864
417,남대문로4가,,24231110
418,남산동3가,,6595120
419,다동,,24772905
420,도렴동,,17633544
421,동소문동3가,,7481305
422,명동1가,,56673554
423,명동2가,,70909034
424,묘동,,14513453
425,무교동,,28924637
426,무학동,,9234462
427,방산동,,14744665
428,봉래동1가,,12885612
429,봉래동2가,,10919480
430,북창동,,14222409
431,삼각동,,28269627
432,서린동,,30301355
433,서소문동,,16714589
434,세종로,,25906605
435,소공동,,26880679
436,송월동,,3937642
437,송현동,,7136891
438,수표동,,18128074
439,수하동,,25106904
440,양평동,,431000
441,양화동,,668425
442,예관동,,10330805
443,예지동,,15032351
444,오곡동,,190460
445,오쇠동,,237693
446,용산동1가,,3794525
447,용산동4가,,3732290
448,용산동6가,,3178489
449,을지로1가,,28892840
450,의주로2가,,5014836
451,장교동,,23379666
452,종로2가,,42160368
453,종로3가,,28669125
454,종로4가,,19615287
455,주자동,,4448350
456,중학동,,11717491
457,청진동,,17484509
458,초동,,12468486
459,충무로1가,,61937440
460,충정로1가,,10300134
461,태평로1가,,23369596
462,태평로2가,,25308682
463,회현동3가,,9335876
464,훈정동,,2811046
